,area,room,price
1,0.13141542202104753,-0.22609336757768828,0.48089022542412296
2,-0.5096406975906851,-0.22609336757768828,-0.08498337959656438
3,0.5079086986184144,-0.22609336757768828,0.23109744835070525
4,-0.743677058718778,-1.5543919020966084,-0.8763980357612113
5,1.2710707457752388,1.1022051669412318,1.6126374354654975
6,-0.019945050665056006,1.1022051669412318,-0.32750063889114467
7,-0.5935885227779358,-0.22609336757768828,-0.20624200924385452
8,-0.7296857545209029,-0.22609336757768828,-1.1431751048938927
9,-0.7894667815481874,-0.22609336757768828,-1.038076208624265
10,-0.6444659925883908,-0.22609336757768828,-0.7915169950081082
11,-0.07718220420181784,1.1022051669412318,-0.8117348505246331
12,-0.0008659994861353915,-0.22609336757768828,0.053251458201346386
13,-0.14077904146488657,-0.22609336757768828,-0.08418307264089227
14,3.15099325527155,2.430503701460152,2.9060628183699255
15,-0.9319236970174614,-0.22609336757768828,-0.6508569846172517
16,0.38071502409227687,1.1022051669412318,0.8850856575817567
17,-0.8657829862638698,-1.5543919020966084,-0.32750063889114467
18,-0.9726256728658254,-0.22609336757768828,-1.1358915032064123
19,0.7737434783780416,1.1022051669412318,1.2900733127864195
20,1.3105007848783414,1.1022051669412318,2.090396436275821
21,-0.29722726113203557,-0.22609336757768828,-0.7074443451193204
22,-0.1433229149554093,-1.5543919020966084,-0.6904681369686998
23,-0.5045529506096396,-0.22609336757768828,-0.7882834315508472
24,-0.049199595806067614,1.1022051669412318,-0.6508569846172517
25,2.403094449057862,-0.22609336757768828,1.8874903293326886
26,-1.1456090702213721,-0.22609336757768828,-0.7316960710487784
27,-0.6902557154178003,-0.22609336757768828,1.0031107237717858
28,0.6681727285213475,-0.22609336757768828,1.0394883126659729
29,0.2535213495661395,-0.22609336757768828,1.0879917645248889
30,0.80935770724536,-0.22609336757768828,-0.32750063889114467
31,-0.20564781547321664,-1.5543919020966084,0.07669479326648915
32,-1.2728027447475097,-2.8826904366155284,-1.3784087625009924
33,0.05001147032431958,1.1022051669412318,-0.20624200924385452
34,1.4453260798760472,-0.22609336757768828,1.9359937811916046
35,-0.24126204434053514,1.1022051669412318,-0.4406753598952821
36,-0.7169663870682891,-0.22609336757768828,-0.7316960710487784
37,-0.9688098626300412,-0.22609336757768828,-0.893374243911832
38,0.16702965088836602,1.1022051669412318,0.03708364091504103
39,2.8164738912678087,1.1022051669412318,1.686201004118187
40,0.20518775324620725,1.1022051669412318,-0.43178306038781417
41,-0.42823674589395716,-1.5543919020966084,0.22705549402912892
42,0.3018549458860717,-0.22609336757768828,-0.08498337959656438
43,0.7203221350770638,1.1022051669412318,-0.21351752702269192
44,-1.0184153956952349,-0.22609336757768828,-0.33477615666998206
45,-1.461049383046193,-1.5543919020966084,-1.2975696760694657
46,-0.1891126377848188,1.1022051669412318,-0.32750063889114467
47,-1.0145995854594507,-0.22609336757768828,-0.8157687209375662
